user_id;follower_count;following_count;like_count;retweet_count;Num_Syllables;id;Avg_Syllables;Avg_Words_in_Sentences;Flesh-Kincaid;Num_Big_words;Num_Long_Sentences;Num_Sentences;Num_Short_Sentences;Num_Urls;Num_words;Rate_Adv_adj;class
487118986;12616790;61;29;10;42;223;1.9047619048;20;15.0761904762;6;0;1;0;1;21;0.1428571429;real
487118986;12616790;61;59;13;40;224;2.2;19;18.17;7;0;1;0;1;20;0.05;real
487118986;12616790;61;67;23;40;225;1.8333333333;17;13.0633333333;6;0;1;0;1;18;0;real
487118986;12616790;61;45;23;46;226;1.9090909091;21;15.5172727273;5;0;1;0;1;22;0;real
487118986;12616790;61;33;5;37;227;2.1052631579;18;16.6621052632;7;0;1;0;1;19;0.1578947368;real
487118986;12616790;61;44;22;36;228;1.8181818182;21;14.4445454545;5;0;1;0;1;22;0;real
487118986;12616790;61;39;13;39;229;2.5555555556;17;21.5855555556;9;0;1;0;1;18;0.1666666667;real
487118986;12616790;61;39;25;39;230;2.0555555556;17;15.6855555556;8;0;1;0;1;18;0;real
487118986;12616790;61;39;21;43;231;1.8;18;13.45;5;0;1;0;2;20;0.05;real
487118986;12616790;61;40;8;39;232;2.0526315789;18;16.0410526316;10;0;1;0;1;19;0;real
487118986;12616790;61;50;23;41;233;1.95;19;15.22;7;0;1;0;1;20;0.15;real
487118986;12616790;61;52;17;44;234;2.2631578947;18;18.5252631579;10;0;1;0;1;19;0.1052631579;real
487118986;12616790;61;63;22;43;235;2.1666666667;17;16.9966666667;9;0;1;0;1;18;0.1666666667;real
487118986;12616790;61;36;23;25;236;2.1578947368;18;17.2831578947;8;0;1;0;1;19;0.0526315789;real
487118986;12616790;61;32;11;44;237;2.0952380952;20;17.3238095238;7;0;1;0;1;21;0.0952380952;real
487118986;12616790;61;30;10;42;238;2.3888888889;8.5;16.1088888889;10;0;2;1;1;18;0.1111111111;real
487118986;12616790;61;16;3;43;239;2.0833333333;5.5;11.3333333333;5;0;2;1;1;12;0.0833333333;real
487118986;12616790;61;48;25;41;240;2.3157894737;18;19.1463157895;7;0;1;0;1;19;0.1052631579;real
487118986;12616790;61;85;21;37;241;2;20;16.2;8;0;1;0;1;21;0.0952380952;real
487118986;12616688;61;38;14;32;242;2.3888888889;17;19.6188888889;9;0;1;0;1;18;0.0555555556;real
487118986;12616688;61;36;19;38;243;2.05;10;12.5;6;0;2;1;1;20;0.1;real
487118986;12616688;61;23;11;40;244;1.9473684211;18;14.7989473684;9;0;1;0;1;19;0.1052631579;real
487118986;12616790;61;65;25;43;245;2.2857142857;12;16.8414285714;6;0;1;0;2;14;0.0714285714;real
487118986;12616790;61;21;12;43;246;2.1111111111;17;16.3411111111;8;0;1;0;1;18;0.1111111111;real
487118986;12616790;61;46;10;29;247;2;19;15.81;8;0;1;0;1;20;0.05;real
487118986;12616790;61;42;16;42;248;2.2631578947;18;18.5252631579;9;0;1;0;1;19;0;real
487118986;12616790;61;137;47;42;249;2.2631578947;18;18.5252631579;9;0;1;0;1;19;0;real
487118986;12616790;61;45;20;37;250;1.8125;15;12.0375;8;0;1;0;1;16;125;real
487118986;12616790;61;34;8;36;251;2.2105263158;18;17.9042105263;8;0;1;0;1;19;0;real
